period,AUPRC,precision,recall,F1,alert_rate,score_mean,score_p95,AUPRC_drop_vs_T1
T1_stable,0.48733632645796154,0.6023643202579259,0.3933333333333333,0.4759074506474209,0.022268490265762046,0.03545889,0.1139753,0.0
T2_drifted,0.44639350984276527,0.5665620797848498,0.3934018051665111,0.46436443791329907,0.024137968342583877,0.038023695,0.12508428,0.08401347158496314
