strategy,AUPRC,precision@0.5,recall@0.5,F1@0.5,predicted_positive_rate,true_fraud_rate,train_time_sec,train_rows_after_sampling,fraud_rate_after_sampling,AUPRC_gain_vs_baseline
xgboost_baseline,0.4753340765143132,0.7627666451195863,0.2903543307086614,0.4206023881661023,0.01309818132556643,0.034409184813899145,5.83245587348938,472432,0.03513521522674162,0.0
xgboost_optuna_tuned,0.5424236645393824,0.7720857292211186,0.36343503937007876,0.49422787351514136,0.016197039997290615,0.034409184813899145,12.744491338729858,472432,0.03513521522674162,0.0670895880250692
