AUPRC,recall,precision,F1,inference_time_sec,inference_ms_per_node,model,best_epoch,train_time_sec
0.20913747820365808,0.47780126849894294,0.21462488129154797,0.2961992136304063,0.1693838890059851,0.018187897455812854,GCN,117,91.83115327599808
0.16879668691478064,0.919661733615222,0.07819521840733418,0.1441351888667992,0.8065527339931577,0.08660503962129902,GAT,26,156.74758245801786
